Wind Speed (m/s),Turbine Output
3,15.2
4,37.9
5,75.7
6,133.9
7,215.0
8,327.1
9,476.6
10,639.9
11,739.0
12,750.0
13,750.0
14,750.0
15,750.0
16,750.0
17,750.0
18,750.0
19,750.0
20,750.0
21,750.0
22,750.0
23,750.0
24,750.0
25,750.0
